Address,AddrCoor,Latitude,Longitude,WeapType
1800 Block of Fisher St.,"1800 Fisher St, Madison, Wisconsin, 53713",43.047806319500154,-89.39154376792946,gun
2906 Traceway Dr.,"2906 Traceway Dr, Madison, Wisconsin, 53713",43.029072013416204,-89.41921611815414,gun
Wickham Court,"S Wickham Ct, Madison, Wisconsin, 53711",43.02962099999999,-89.498313,gun
701 E. Washington Ave,"701 E Washington Ave, Madison, Wisconsin, 53703",43.07997981568485,-89.3764616093256,gun
600 block State St.,"600 State St, Madison, Wisconsin, 53703",43.07491628872484,-89.39520617485897,knife
2200 block Allied Dr.,"2200 Allied Dr, Madison, Wisconsin, 53711",43.029927162562245,-89.45932888813215,gun
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,knife
2300 Block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
1100 block MacArthur Rd.,"1100 MacArthur Rd, Madison, Wisconsin, 53714",43.11250228002612,-89.31766488783217,gun
S. Wickham Ct.,"S Wickham Ct, Madison, Wisconsin, 53711",43.02962099999999,-89.498313,knife
2600 block Shopko Dr.,"2600 Shopko Dr, Madison, Wisconsin, 53704",43.111515991874114,-89.34723216876621,knife
2400 block Calypso Rd.,"2400 Calypso Rd, Madison, Wisconsin, 53704",43.124508031363604,-89.36607611757721,gun
5100 block Piccadilly Dr.,"5100 Piccadilly Dr, Madison, Wisconsin, 53714",43.102042567106324,-89.29497171466635,gun
4700 Block Jenewein Rd,"4700 Jenewein Rd, Madison, Wisconsin, 53711",43.02893911245162,-89.45810203821506,gun
3800 block Orin Rd.,"3800 Orin Rd, Madison, Wisconsin, 53704",43.12310141018923,-89.32351678458951,knife
600 block East Johnson St,"600 E Johnson St, Madison, Wisconsin, 53703",43.080792162097,-89.38152185391239,knife
1900 Heath Ave,"1900 Heath Ave, Madison, Wisconsin, 53704",43.11963546992957,-89.35952100471279,gun
2400 block Brentwood Pky,"2400 Brentwood Pkwy, Madison, Wisconsin, 53704",43.1243202276129,-89.36732106728769,gun
2130 University Ave.,"2130 University Ave, Madison, Wisconsin, 53726",43.07252535890675,-89.42340394047544,gun
4324 Melody Lane,"4324 Melody Ln, Madison, Wisconsin, 53704",43.1331564939414,-89.30989009184046,gun
1800 block E. Washington Ave.,"1800 E Washington Ave, Madison, Wisconsin, 53704",43.090484870662095,-89.36202529693894,knife
Atwood Av/Winnebago St,"Atwood Ave & Winnebago St, Madison, Wisconsin, 53704",43.091982,-89.355222,gun
USH 12 EB/Mineral Point Rd,"Mineral Point Rd, Madison, Wisconsin, 53719",43.06034898652307,-89.52920375606196,gun
2700 block McDivitt Rd.,"2700 McDivitt Rd, Madison, Wisconsin, 53713",43.033434384549075,-89.42303888454906,gun
300 block N. Brooks St.,"300 S Brooks St, Madison, Wisconsin, 53715",43.064152416799466,-89.40246798130016,knife
Van Deusen St.,"Van Deusen St, Madison, Wisconsin, 53715",43.054261448413065,-89.38512464680375,knife
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,gun
1820 E Washington Ave,"1820 E Washington Ave, Madison, Wisconsin, 53704",43.09084331256817,-89.36146917311973,knife
1500 block Frisch Rd.,"1500 Frisch Rd, Madison, Wisconsin, 53711",43.036736127134276,-89.4930147154084,gun
2200 block S. Park St.,"2200 S Park St, Madison, Wisconsin, 53713",43.042201951439715,-89.39413911368206,gun
1800 Axel Ave,"1800 Axel Ave, Madison, Wisconsin, 53711",43.034583505536844,-89.45005605089331,gun
300 block S. Gammon Rd.,"300 N Gammon Rd, Madison, Wisconsin, 53717",43.07166193188965,-89.50260981427813,gun
4700 Crescent Rd,"4700 Crescent Rd, Madison, Wisconsin, 53711",43.02493654423376,-89.4586251697517,gun
University Ave.,"University Ave, Madison, Wisconsin, 53715",43.07313600000001,-89.39741391704199,gun
425 State St.,"425 State St, Madison, Wisconsin, 53703",43.07477549956731,-89.39269188634657,knife
6100 Block Strathmore Lane,"6100 Strathmore Ln, Madison, Wisconsin, 53711",43.045845400405895,-89.48604790040588,knife
4201 Buckeye Rd.,"4201 Buckeye Rd, Madison, Wisconsin, 53716",43.07720412874397,-89.32036668226633,gun
4600 block Stein Ave.,"4600 Stein Ave, Madison, Wisconsin, 53714",43.10391413296882,-89.30299480276872,gun
N. Sherman Ave.,"N Sherman Ave, Madison, Wisconsin, 53704",43.13636091389316,-89.36331508678823,gun
Hillcrest Dr.,"Hillcrest Dr, Madison, Wisconsin, 53705",43.06436526541893,-89.44513931667038,gun
4200 block Lumley Rd.,"4200 Lumley Rd, Madison, Wisconsin, 53711",43.03368713412193,-89.44396762200493,gun
400 block Grand Canyon Dr.,"400 Grand Canyon Dr, Madison, Wisconsin, 53719",43.060660697563954,-89.49713925261005,gun
102 West Corporate Dr.,"102 W Corporate Dr, Madison, Wisconsin, 53714",43.09856099999999,-89.32161760762257,knife
2300 Gene Parks Pl.,"2300 Gene Parks Pl, Madison, Wisconsin, 53711",43.02842904003416,-89.45901244787017,gun
2900 block Muir Field Rd.,"2900 Muir Field Rd, Madison, Wisconsin, 53719",43.0216710936088,-89.5056129494835,gun
800 block E. Johnson St.,"800 W Johnson St, Madison, Wisconsin, 53715",43.07203418060938,-89.40205485187845,gun
Stein Ave.,"Stein Ave, Madison, Wisconsin, 53714",43.10349311589418,-89.30348787666777,gun
N. Gammon Rd.,"N Gammon Rd, Madison, Wisconsin, 53717",43.07485862140193,-89.50249559386448,gun
2 W. Gorham Street,"2 W Gorham St, Madison, Wisconsin, 53703",43.07724139191516,-89.3882788877602,knife
2700 Block of Milwaukee Street,"2700 Milwaukee St, Madison, Wisconsin, 53704",43.1000990271861,-89.34546241207138,gun
4500 Cottage Grove Road,"4500 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08432492660752,-89.30529813808155,gun
914 W. Badger Road,"914 W Badger Rd, Madison, Wisconsin, 53713",43.03857951875455,-89.3984394970858,gun
3000 Block of Worthington Ave,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.10265523733956,-89.33988136883299,gun
7400 W. Valley Ridge Dr.,"7400 W Valley Ridge Dr, Madison, Wisconsin, 53719",43.046724697055524,-89.51021118267995,gun
2000 block Red Arrow Trail,"2000 Red Arrow Trl, Madison, Wisconsin, 53711",43.03243232852995,-89.45793922501132,gun
800 block Sky Ridge Dr.,"800 Sky Ridge Dr, Madison, Wisconsin, 53719",43.04982920941148,-89.51017088486294,gun
5700 block Raymond Rd.,"5700 Raymond Rd, Madison, Wisconsin, 53711",43.03203126389737,-89.47697948268619,gun
1700 Lynndale Dr,"1700 Lynndale Rd, Madison, Wisconsin, 53711",43.03436918665915,-89.48543790508148,gun
