Address,AddrCoor,Latitude,Longitude,WeapType
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,gun
Todd Drive @ Post Road,"Todd Dr & Post Rd, Madison, Wisconsin, 53713",43.02690300000001,-89.42608800000001,gun
2000 block Tennyson Lane,"2000 Tennyson Ln, Madison, Wisconsin, 53704",43.134764413672045,-89.35662291331259,gun
50 S Gammon rd,"50 S Gammon Rd, Madison, Wisconsin, 53717",43.066648686104145,-89.50270893680955,gun
5750 Raymond Rd,"5750 Raymond Rd, Madison, Wisconsin, 53711",43.031985461047675,-89.47940849999998,
5750 Raymond rd,"5750 Raymond Rd, Madison, Wisconsin, 53711",43.031985461047675,-89.47940849999998,gun
600 block Troy Drive,"600 Troy Dr, Madison, Wisconsin, 53704",43.133842968814186,-89.38839555942164,gun
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,
2300 Block Post Road,"2300 Post Rd, Madison, Wisconsin, 53713",43.026797253065354,-89.41831312839048,knife
2214 Rosenberry Road,"2214 Rosenberry Rd, Madison, Wisconsin, 53711",43.029882785734884,-89.4580195154363,knife
4500 block Milwaukee Street,"4500 Milwaukee St, Madison, Wisconsin, 53714",43.098848332919204,-89.30515336951233,
1500 block Troy Drive,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388,gun
2300 Block of Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,gun
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,gun
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,
2314 Allied Drive,"2314 Allied Dr, Madison, Wisconsin, 53711",43.02839927338564,-89.45955792870309,knife
2101 Fisher Street (Penn Park),Penn Park,43.042379956142966,-89.39184998600689,gun
2900 Turbot Dr,"2900 Turbot Dr, Madison, Wisconsin, 53713",43.02967457633941,-89.41789619937174,gun
2800 block Curry Parkway,"2800 Curry Pkwy, Madison, Wisconsin, 53713",43.0350636853034,-89.42617776780745,gun
1818 Portage Road (Reindahl Park),"1818 Portage Rd, Madison, Wisconsin, 53704",43.126426959894765,-89.31548715782577,knife
500 block of State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
818 Faimont,"818 Fairmont Ave, Madison, Wisconsin, 53714",43.1099190313636,-89.32688713200396,gun
7000 block of Tree Lane,"7000 Tree Ln, Madison, Wisconsin, 53717",43.065622905295335,-89.50341280675491,knife
Hammersley Rd/Theresa Ter,"Hammersley Rd & Theresa Ter, Madison, Wisconsin, 53711",43.039098,-89.48979899999998,gun
5700 Bl Russett Rd,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,gun
1300 block Tomkins Drive,"1300 Tompkins Dr, Madison, Wisconsin, 53716",43.058653480621004,-89.31141367478567,knife
Mid Town Rd near Woods Rd,"Mid Town Rd, Madison, Wisconsin, 53719",43.03145700000002,-89.52093942132191,gun
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
1 E Wilson St,"1 E Wilson St, Madison, Wisconsin, 53703",43.07252684069805,-89.38119449108761,gun
4200 Owl Creek,"4200 Owl Creek Dr, Madison, Wisconsin, 53718",43.037730402803795,-89.29157413968821,gun
688 S Whitney Way,"688 S Whitney Way, Madison, Wisconsin, 53711",43.05089699999999,-89.47364763488855,knife
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
301 W. Olin Avenue (Goodman Park),"301 W Olin Ave, Madison, Wisconsin, 53715",43.053775594242545,-89.38715149214646,gun
300 W Doty St,"300 W Doty St, Madison, Wisconsin, 53703",43.07115365459155,-89.38526558185076,knife
2900 Traceway,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686,gun
1129 Petra Place,"1129 Petra Pl, Madison, Wisconsin, 53713",43.03670842350992,-89.40295671703507,knife
2900 block of Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,gun
2400 block Fish Hatchery Road,"2400 Fish Hatchery Rd, Madison, Wisconsin, 53713",43.0391284451448,-89.40414029569857,gun
3702 Packers Ave,"3702 Packers Ave, Madison, Wisconsin, 53704",43.133569658895475,-89.35540661757723,gun
500 block Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,gun
222 Cardinal lane,"222 Cardinal Ln, Madison, Wisconsin, 53704",43.13378498568049,-89.35468532806318,gun
3145 James St,"3145 James St, Madison, Wisconsin, 53714",43.098118513994045,-89.3366627216227,gun
100 Blk N Mills St,"100 N Mills St, Madison, Wisconsin, 53715",43.06963118800971,-89.40412486942844,knife
Buick Street @ Taft Street,"Buick St & Taft St, Madison, Wisconsin, 53713",43.04173500000001,-89.39308050000001,gun
2200 block Allied Dr,"2200 Allied Dr, Madison, Wisconsin, 53711",43.029927162562245,-89.45932888813215,gun
Todd Dr / W Beltline Hwy,"Todd Dr & W Beltline Hwy, Madison, Wisconsin, 53713",43.03498499999999,-89.42278950000002,gun
Fish Hatchery Road @ Park Street,"Fish Hatchery Rd & S Park St, Madison, Wisconsin, 53715",43.056828,-89.398872,gun
1 John Nolen Dr,"1 John Nolen Dr, Madison, Wisconsin, 53703",43.07055065675978,-89.38194932012921,gun
1821 Park Street (R Place on Park),"1821 Park St, Middleton, Wisconsin, 53562",43.09542827746891,-89.50175077429924,gun
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
West Beltline Highway @ S. Park Street,"W Beltline Hwy & S Park St, Madison, Wisconsin, 53713",43.03608299999999,-89.39385,gun
1100 block of Moorland Road,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.033699418520534,-89.36669975517842,knife
Regent Street @ North Orchard Street,"Regent St & N Orchard St, Madison, Wisconsin, 53715",43.06776300000002,-89.4073095,gun
1100 block Ann Street,"1100 Ann St, Madison, Wisconsin, 53713",43.035070989223584,-89.4010327369542,gun
Bel-Aire Drive,"Bel Aire Dr, Madison, Wisconsin, 53713",43.02990263315752,-89.3588129884835,gun
6200 block Hammersely Road,"6200 Hammersley Rd, Madison, Wisconsin, 53711",43.039176391884034,-89.48864889188403,gun
2617 McDivitt Road,"2617 McDivitt Rd, Madison, Wisconsin, 53713",43.03331851399403,-89.42262261226843,knife
West Washington Avenue,"W Washington Ave, Madison, Wisconsin, 53715",43.06323767404316,-89.400708,gun
30 Ash Street (Madison West HIgh School),Madison West High School,43.06873007660573,-89.42602005005985,gun
4600 block Verona Road,"4600 Verona Rd, Madison, Wisconsin, 53711",43.035448275185814,-89.45542311950085,gun
2900 block Coho Street,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,gun
2600 block Prairie Road,"2600 Prairie Rd, Madison, Wisconsin, 53711",43.02499357890937,-89.48893838105015,gun
4501 Verona Road (BP gas station),BP,43.03564997388793,-89.45355995556595,knife
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,knife
3600 Portage Road,"3600 Portage Rd, Madison, Wisconsin, 53704",43.139948719544314,-89.31031489895656,gun
