Address,AddrCoor,Latitude,Longitude
2300 Block Post Road,"2300 Post Rd, Madison, Wisconsin, 53713",43.026797253065354,-89.41831312839048
2214 Rosenberry Road,"2214 Rosenberry Rd, Madison, Wisconsin, 53711",43.029882785734884,-89.45801951543632
4500 block Milwaukee Street,"4500 Milwaukee St, Madison, Wisconsin, 53714",43.09884833291921,-89.30515336951233
1500 block Troy Drive,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388
2300 Block of Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
211 S Carroll,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.3829288812976
6700 block Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
2314 Allied Drive,"2314 Allied Dr, Madison, Wisconsin, 53711",43.02839927338564,-89.4595579287031
2101 Fisher Street (Penn Park),Penn Park,43.042379956142966,-89.39184998600689
2900 Turbot Dr,"2900 Turbot Dr, Madison, Wisconsin, 53713",43.02967457633941,-89.41789619937173
2800 block Curry Parkway,"2800 Curry Pkwy, Madison, Wisconsin, 53713",43.0350636853034,-89.42617776780746
1818 Portage Road (Reindahl Park),"1818 Portage Rd, Madison, Wisconsin, 53704",43.12642695989476,-89.31548715782576
500 block of State Street,"500 State St, Madison, Wisconsin, 53703",43.07488961770699,-89.39345922318947
818 Faimont,"818 Fairmont Ave, Madison, Wisconsin, 53714",43.1099190313636,-89.32688713200395
7000 block of Tree Lane,"7000 Tree Ln, Madison, Wisconsin, 53717",43.065622905295335,-89.50341280675492
Hammersley Rd/Theresa Ter,"Hammersley Rd & Theresa Ter, Madison, Wisconsin, 53711",43.039097999999996,-89.48979899999999
5700 Bl Russett Rd,"5700 Russett Rd, Madison, Wisconsin, 53711",43.03307183005276,-89.4770388931459
1300 block Tomkins Drive,"1300 Tompkins Dr, Madison, Wisconsin, 53716",43.058653480621004,-89.31141367478567
Mid Town Rd near Woods Rd,"Mid Town Rd, Madison, Wisconsin, 53719",43.03145700000002,-89.52093942132191
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
1 E Wilson St,"1 E Wilson St, Madison, Wisconsin, 53703",43.072526840698046,-89.38119449108761
4200 Owl Creek,"4200 Owl Creek Dr, Madison, Wisconsin, 53718",43.03773040280379,-89.29157413968821
688 S Whitney Way,"688 S Whitney Way, Madison, Wisconsin, 53711",43.05089699999999,-89.47364763488855
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
301 W. Olin Avenue (Goodman Park),"301 W Olin Ave, Madison, Wisconsin, 53715",43.053775594242545,-89.38715149214646
300 W Doty St,"300 W Doty St, Madison, Wisconsin, 53703",43.07115365459155,-89.38526558185077
2900 Traceway,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686
1129 Petra Place,"1129 Petra Pl, Madison, Wisconsin, 53713",43.036708423509914,-89.40295671703507
2900 block of Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.029349538144835,-89.41476209869813
2400 block Fish Hatchery Road,"2400 Fish Hatchery Rd, Madison, Wisconsin, 53713",43.039128445144804,-89.40414029569857
3702 Packers Ave,"3702 Packers Ave, Madison, Wisconsin, 53704",43.13356965889548,-89.35540661757723
500 block Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315
222 Cardinal lane,"222 Cardinal Ln, Madison, Wisconsin, 53704",43.133784985680485,-89.35468532806318
3145 James St,"3145 James St, Madison, Wisconsin, 53714",43.09811851399405,-89.3366627216227
100 Blk N Mills St,"100 N Mills St, Madison, Wisconsin, 53715",43.06963118800971,-89.40412486942843
Buick Street @ Taft Street,"Buick St & Taft St, Madison, Wisconsin, 53713",43.04173500000001,-89.3930805
2200 block Allied Dr,"2200 Allied Dr, Madison, Wisconsin, 53711",43.02992716256224,-89.45932888813216
Todd Dr / W Beltline Hwy,"Todd Dr & W Beltline Hwy, Madison, Wisconsin, 53713",43.03498499999999,-89.42278950000001
Fish Hatchery Road @ Park Street,"Fish Hatchery Rd & S Park St, Madison, Wisconsin, 53715",43.056827999999996,-89.398872
1 John Nolen Dr,"1 John Nolen Dr, Madison, Wisconsin, 53703",43.070550656759785,-89.3819493201292
1821 Park Street (R Place on Park),"1821 Park St, Middleton, Wisconsin, 53562",43.095428277468905,-89.50175077429923
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342124
West Beltline Highway @ S. Park Street,"W Beltline Hwy & S Park St, Madison, Wisconsin, 53713",43.03608299999999,-89.39385
1100 block of Moorland Road,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.03369941852054,-89.36669975517842
Regent Street @ North Orchard Street,"Regent St & N Orchard St, Madison, Wisconsin, 53715",43.067763000000014,-89.4073095
1100 block Ann Street,"1100 Ann St, Madison, Wisconsin, 53713",43.035070989223584,-89.40103273695422
Bel-Aire Drive,"Bel Aire Dr, Madison, Wisconsin, 53713",43.02990263315752,-89.3588129884835
6200 block Hammersely Road,"6200 Hammersley Rd, Madison, Wisconsin, 53711",43.039176391884034,-89.48864889188403
2617 McDivitt Road,"2617 McDivitt Rd, Madison, Wisconsin, 53713",43.03331851399403,-89.42262261226844
West Washington Avenue,"W Washington Ave, Madison, Wisconsin, 53715",43.06323767404316,-89.400708
30 Ash Street (Madison West HIgh School),Madison West High School,43.068730076605725,-89.42602005005986
4600 block Verona Road,"4600 Verona Rd, Madison, Wisconsin, 53711",43.03544827518581,-89.45542311950085
2900 block Coho Street,"2900 Coho St, Madison, Wisconsin, 53713",43.029349538144835,-89.41476209869813
2600 block Prairie Road,"2600 Prairie Rd, Madison, Wisconsin, 53711",43.02499357890937,-89.48893838105016
4501 Verona Road (BP gas station),BP,43.03564997388793,-89.45355995556595
East Towne Mall,East Towne Mall,43.125440000000026,-89.30646999999999
3600 Portage Road,"3600 Portage Rd, Madison, Wisconsin, 53704",43.13994871954431,-89.31031489895656
