Address,AddrCoor,Latitude,Longitude,WeapType
500 block W. Johnson St.,"500 E Johnson St, Madison, Wisconsin, 53703",43.08015314358244,-89.3824354760696,gun
S. Gammon Rd.,"S Gammon Rd, Madison, Wisconsin, 53719",43.05836449933653,-89.5029286419188,gun
603 State Street,"603 State St, Madison, Wisconsin, 53703",43.074818466818726,-89.3959787514571,gun
900 block Rockefeller Lane,"900 Rockefeller Ln, Madison, Wisconsin, 53704",43.11027504486754,-89.29812080154413,gun
7800 Block Mineral Point Rd,"7800 Mineral Point Rd, Madison, Wisconsin, 53717",43.0606774193691,-89.51752991936908,gun
3700 blk East Karstens,"3700 E Karstens Dr, Madison, Wisconsin, 53704",43.13381729569856,-89.38598729569857,gun
5200 block Piccadilly Dr.,"5200 Piccadilly Dr, Madison, Wisconsin, 53714",43.10154213928266,-89.29235621847124,gun
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.033699418520534,-89.36669975517842,knife
2900 blk Traceway Dr,"2900 Traceway Dr, Madison, Wisconsin, 53713",43.03019375506861,-89.4188262550686,gun
W. Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266,gun
453 W. Gilman St.,"453 W Gilman St, Madison, Wisconsin, 53703",43.07363445876865,-89.39502500969485,gun
5100 block Great Gray Dr.,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.036585295252685,-89.29473203816357,gun
702 Pflaum Rd.,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522,gun
600 block State Street,"600 State St, Madison, Wisconsin, 53703",43.07491628872484,-89.39520617485897,gun
2000 block Scott Lane,"2000 Scott Ln, Madison, Wisconsin, 53704",43.132947511975466,-89.35656998802452,gun
Churchill Drive,"Churchill Dr, Madison, Wisconsin, 53713",43.02914998280564,-89.42287569102189,gun
S. Park Street,"S Park St, Madison, Wisconsin, 53715",43.04890207449485,-89.39412899999998,knife
N. Oak St.,"N Oak St, Madison, Wisconsin, 53704",43.108291574454235,-89.34282111983386,gun
Park Edge Dr/Morraine View Dr,"Morraine View Dr, Madison, Wisconsin, 53719",43.042515605297496,-89.50629999390489,gun
4501 Verona Road,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710789,-89.45355634260505,gun
6900 block Park Ridge Drive,"6900 Park Ridge Dr, Madison, Wisconsin, 53719",43.04457508699323,-89.50265700030106,gun
10 block of Colony Circle,"10 Colony Cir, Madison, Wisconsin, 53717",43.069491260084106,-89.50537409132086,gun
500 block of Conklin Place,"500 Conklin Pl, Madison, Wisconsin, 53703",43.0726477987476,-89.39397756743669,gun
Milwaukee St.,"Milwaukee St, Madison, Wisconsin, 53718",43.0996820956624,-89.2629992419302,gun
1100 block Petra Place,"1100 Petra Pl, Madison, Wisconsin, 53713",43.037320420513154,-89.40463461262247,gun
5300 block Sudbury Way,"5300 Sudbury Way, Madison, Wisconsin, 53714",43.096470909889604,-89.29086148427345,gun
1300 block Prairie Road,"1300 Prairie Rd, Madison, Wisconsin, 53711",43.03904242784607,-89.48862499197878,gun
3520 E Washington Ave,"3520 E Washington Ave, Madison, Wisconsin, 53704",43.11510188761599,-89.32760748837191,gun
500 blk Tompkins Dr,"500 Tompkins Dr, Madison, Wisconsin, 53716",43.05844948600596,-89.32069222162269,gun
5100 block Milwaukee St.,"5100 Milwaukee St, Madison, Wisconsin, 53714",43.099029830492995,-89.2945056050861,gun
W. Main St.,"W Main St, Madison, Wisconsin, 53715",43.065738758518506,-89.39454195703703,knife
N. Wickham Court,"N Wickham Ct, Madison, Wisconsin, 53711",43.03021965307933,-89.49838827067836,gun
1300 Loreen Dr,"1300 Loreen Dr, Madison, Wisconsin, 53711",43.03906985550189,-89.48743740458809,
3019 E. Washington Ave.,"3019 E Washington Ave, Madison, Wisconsin, 53704",43.103972809856494,-89.34223648470791,gun
4198 Nakoosa Trail,"4198 Nakoosa Trl, Madison, Wisconsin, 53714",43.109682728113974,-89.31157391392965,knife
Junction Rd,"Junction Rd, Madison, Wisconsin, 53719",43.0605987711821,-89.527401,gun
1700 block Wendy Lane,"1700 Wendy Ln, Madison, Wisconsin, 53716",43.07460151829407,-89.29468522255874,gun
4614 E. Washington Av,"4614 E Washington Ave, Madison, Wisconsin, 53704",43.13002573108643,-89.30609444411077,
400 block of N. Thompson Drive,"400 N Thompson Dr, Madison, Wisconsin, 53714",43.104154339583104,-89.3003624096916,knife
5200 block Piccadilly Dr.,"5200 Piccadilly Dr, Madison, Wisconsin, 53714",43.10154213928266,-89.29235621847124,gun
5200 block Trafalger Place,"5200 Trafalger Pl, Madison, Wisconsin, 53714",43.10074133917521,-89.29284676471819,gun
2100 block Leland Dr.,"2100 Leland Dr, Madison, Wisconsin, 53711",43.03078011063966,-89.47980918382838,gun
1000 block N. Sherman Ave.,"1000 Sherman Ave, Madison, Wisconsin, 53703",43.08685637663871,-89.37580294517275,knife
1100 block N. Sherman Ave.,"1100 Sherman Ave, Madison, Wisconsin, 53703",43.088801167905466,-89.37503223275989,gun
6700 Raymond Rd,"6700 Raymond Rd, Madison, Wisconsin, 53719",43.031939545064155,-89.4970107037821,knife
100 W. Mifflin St.,"100 W Mifflin St, Madison, Wisconsin, 53703",43.074405791997755,-89.38701503997824,knife
100 block N. Broom Street,"100 S Broom St, Madison, Wisconsin, 53703",43.07036703836231,-89.38772413270401,gun
600 block East Washington Ave,"600 E Washington Ave, Madison, Wisconsin, 53703",43.07870377528897,-89.37877481781584,gun
100 block of State St,"100 State St, Madison, Wisconsin, 53703",43.07473349321933,-89.387019,gun
State St/Johnson St,"State St & W Johnson St, Madison, Wisconsin, 53703",43.074783,-89.39000250000001,knife
5700 block of Russett Road,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,gun
Marquette St and Union St,"N Marquette St & Union St, Madison, Wisconsin, 53704",43.10072099999999,-89.34156,gun
2822 Ashford Ln,"2822 Ashford Ln, Madison, Wisconsin, 53713",43.03374908852224,-89.42482238138358,gun
322 W. Gorham St,"322 W Gorham St, Madison, Wisconsin, 53703",43.07431632973621,-89.39243655871651,knife
849 Jana Ln,"849 Jana Ln, Madison, Wisconsin, 53704",43.11083565889549,-89.29931141517136,gun
Muirfield Rd/Pagham Dr,"Muir Field Rd & Pagham Dr, Madison, Wisconsin, 53719",43.027812,-89.50644,gun
7100 block of Raymond Rd,"7100 Raymond Rd, Madison, Wisconsin, 53719",43.031227949702966,-89.50698705475806,gun
1500 block Mckenna Blvd.,"1500 McKenna Blvd, Madison, Wisconsin, 53711",43.03684374492792,-89.49798707496981,gun
300 block Wyalusing Dr.,"300 Wyalusing Dr, Madison, Wisconsin, 53718",43.095529854373424,-89.26230857967863,gun
6800 Park Edge Dr.,"6800 Park Edge Dr, Madison, Wisconsin, 53719",43.04208381346266,-89.50101945074144,gun
Dryden Dr,"Dryden Dr, Madison, Wisconsin, 53704",43.130122871844456,-89.35887749051818,gun
714 W. Badger Rd,"714 W Badger Rd, Madison, Wisconsin, 53713",43.03849445325738,-89.39255005536961,gun
2200 Blk of Pike Drive,"2200 Pike Dr, Madison, Wisconsin, 53713",43.02980808033345,-89.41785218991188,gun
1700 block Waunona Way,"1700 Waunona Way, Madison, Wisconsin, 53713",43.04983985931081,-89.34408889399263,
439 Grand Canyon Dr.,"439 Grand Canyon Dr, Madison, Wisconsin, 53719",43.058420800998334,-89.49603045123816,gun
300 blk S Paterson St,"300 S Paterson St, Madison, Wisconsin, 53703",43.080144139777296,-89.37069291388515,knife
215 Martin Luther King Jr Blvd,"215 Martin Luther King Jr Blvd, Madison, Wisconsin, 53703",43.07289223206737,-89.38171062317541,knife
1300 block Theresa Terrace,"1300 Theresa Ter, Madison, Wisconsin, 53711",43.03904254234089,-89.48985810276346,gun
4300 block De Volis Parkway,"4300 Devolis Pkwy, Madison, Wisconsin, 53711",43.033582499567316,-89.45140958381903,gun
5700 block Raymond Rd.,"5700 Raymond Rd, Madison, Wisconsin, 53711",43.03203126389737,-89.47697948268619,gun
Raymond Road area,"Raymond Rd, Madison, Wisconsin, 53719",43.02739239906175,-89.51478936197029,knife
Oak Glen Ct,"Oak Glen Ct, Madison, Wisconsin, 53717",43.06689449999999,-89.51946525,gun
6400 block Bettys Lane,"6400 Bettys Ln, Madison, Wisconsin, 53711",43.03817315996632,-89.49184653061239,knife
4000 blk Lori Circle,"4000 Lori Cir, Madison, Wisconsin, 53714",43.092603018711074,-89.31630676511793,gun
601 N. Sixth St.,"601 N 6th St, Madison, Wisconsin, 53704",43.10320013944753,-89.3577429320232,gun
5600 block Raymond Rd.,"5600 Raymond Rd, Madison, Wisconsin, 53711",43.03202766897849,-89.4759553248062,gun
1000 block Mayfair Ave.,"1000 Mayfair Ave, Madison, Wisconsin, 53714",43.11293501545971,-89.32589567383484,gun
500 block Oak St.,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,gun
3500 block Ridgeway Ave.,"3500 Ridgeway Ave, Madison, Wisconsin, 53704",43.11576996737872,-89.32838608442744,gun
Woodstone Dr.,"Woodstone Dr, Madison, Wisconsin, 53719",43.00990985692388,-89.5104741862547,gun
202 S. Park St.,"202 S Park St, Madison, Wisconsin, 53715",43.06536786173497,-89.40092663454277,knife
2703 W Beltline Hwy,"2703 W Beltline Hwy, Madison, Wisconsin, 53713",43.03496949567217,-89.42329259394657,gun
N. Fifth St.,"N 5th St, Madison, Wisconsin, 53704",43.0990641895427,-89.35504337089233,gun
1100 block Petra Place,"1100 Petra Pl, Madison, Wisconsin, 53713",43.037320420513154,-89.40463461262247,gun
2400 block Winnebago St.,"2400 Winnebago St, Madison, Wisconsin, 53704",43.097828399010794,-89.34964323946066,gun
439 Grand Canyon Dr.,"439 Grand Canyon Dr, Madison, Wisconsin, 53719",43.058420800998334,-89.49603045123816,gun
4718 School Road,"4718 School Rd, Madison, Wisconsin, 53704",43.14587319317329,-89.38286663532217,gun
400 N Ingersoll,"400 N Ingersoll St, Madison, Wisconsin, 53703",43.087607590383996,-89.37356596638789,gun
700 block E. Washington Ave.,"700 W Washington Ave, Madison, Wisconsin, 53715",43.06700806856721,-89.39538509202362,gun
800 block Vera Court,"800 Vera Ct, Madison, Wisconsin, 53704",43.13482081005561,-89.3843329134093,knife
500 Blk State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
2100 Block of Packers Ave,"2100 Packers Ave, Madison, Wisconsin, 53704",43.120996056808316,-89.35518109393965,gun
900 Northport Dr.,"900 Northport Dr, Madison, Wisconsin, 53704",43.13819183858664,-89.38296406656755,knife
3300 block Prairie Rd.,"3300 Prairie Rd, Madison, Wisconsin, 53719",43.019017722844055,-89.49569736717203,gun
2703 W. Beltline Highway,"2703 W Beltline Hwy, Madison, Wisconsin, 53713",43.03496949567217,-89.42329259394657,gun
400 block W. Mifflin St.,"400 E Mifflin St, Madison, Wisconsin, 53703",43.078335277448666,-89.381422009862,gun
1300 block Northport Dr.,"1300 Northport Dr, Madison, Wisconsin, 53704",43.13526499028703,-89.37403563735866,gun
2800 E Washington Ave,"2800 E Washington Ave, Madison, Wisconsin, 53704",43.102752013747825,-89.34578270637583,gun
W/B USH 12 east of Park St,"12 Eastpark Ct, Madison, Wisconsin, 53718",43.14811696453148,-89.28756430944127,gun
1045 E. Dayton St.,"1045 E Dayton St, Madison, Wisconsin, 53703",43.08563457144113,-89.37262469216368,gun
602 University Ave,"602 University Ave, Madison, Wisconsin, 53715",43.073150446044025,-89.3959878039125,gun
1200 block Gilbert Rd.,"1200 Gilbert Rd, Madison, Wisconsin, 53711",43.04089570654644,-89.47344578866456,gun
N. Stoughton Rd.,"N Stoughton Rd, Madison, Wisconsin, 53704",43.15929269370964,-89.32481752641516,gun
Ten block of Kanazawa Cir.,"Kanazawa Cir, Madison, Wisconsin, 53718",43.0272851075031,-89.29094150933166,
5602 Tokay Blvd,"5602 Tokay Blvd, Madison, Wisconsin, 53719",43.053561511541204,-89.47545244463038,knife
Wright St. at Anderson St.,"Wright St & Anderson St, Madison, Wisconsin, 53704",43.12013400000001,-89.3304495,gun
Kanazawa Circle,"Kanazawa Cir, Madison, Wisconsin, 53718",43.0272851075031,-89.29094150933166,gun
711 S. Gammon Rd,"711 S Gammon Rd, Madison, Wisconsin, 53719",43.04907,-89.50303293998638,
453 S. Gammon Rd,"453 S Gammon Rd, Madison, Wisconsin, 53719",43.05707932944775,-89.50274142238472,gun
100 block W. Mifflin St.,"100 E Mifflin St, Madison, Wisconsin, 53703",43.076580439717645,-89.38404256028234,knife
E Washington Ave and Annamark Dr,"E Washington Ave & Annamark Dr, Madison, Wisconsin, 53704",43.13304,-89.3003805,gun
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,gun
1700 block Sheridan Dr.,"1700 Sheridan Dr, Madison, Wisconsin, 53704",43.11777754771612,-89.3678527067698,
400 block of W. Wilson Street,"400 W Wilson St, Madison, Wisconsin, 53703",43.06926790784873,-89.38613776187893,knife
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,gun
S. Stoughton Rd.,"S Stoughton Rd, Madison, Wisconsin, 53716",43.048229458895705,-89.30811592506159,gun
Shopko Drlve,Shopko,43.06054997994743,-89.51054997446471,gun
200 Block Swanton Road,"200 Swanton Rd, Madison, Wisconsin, 53714",43.10238845553214,-89.30160642327694,gun
4500 Block Verona Road,"4500 Verona Rd, Madison, Wisconsin, 53711",43.03715756549653,-89.45457007068704,gun
1300 block Ruskin Street,"1300 Ruskin St, Madison, Wisconsin, 53704",43.11428819414785,-89.36149738967815,gun
