Address,AddrCoor,Latitude,Longitude,WeapType,Date,Month
Raymond Rd.,"Raymond Rd, Madison, Wisconsin, 53719",43.02739239906175,-89.51478936197029,gun,2017-05-20T22:10:00.000Z,May
Shasta Dr.,"Shasta Dr, Madison, Wisconsin, 53704",43.13253581548655,-89.37947825421713,gun,2017-05-23T05:35:00.000Z,May
3554 E Washington Ave,"3554 E Washington Ave, Madison, Wisconsin, 53704",43.115576792688465,-89.32686526146905,gun,2017-05-24T01:10:00.000Z,May
101 S. Gammon Rd.,"101 S Gammon Rd, Madison, Wisconsin, 53717",43.06449880821169,-89.5025428772305,gun,2017-05-26T15:05:00.000Z,May
800 Brandie Rd,"800 Brandie Rd, Madison, Wisconsin, 53714",43.108655483620005,-89.30733598138214,gun,2017-06-03T02:02:00.000Z,Jun
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625707,-89.47982823664154,gun,2017-06-02T16:16:00.000Z,Jun
3500 block Memorial Dr.,"3500 Memorial Dr, Madison, Wisconsin, 53704",43.13028585655862,-89.40694028926424,knife,2017-06-06T13:24:00.000Z,Jun
4501 Verona Rd.,"4501 Verona Rd, Madison, Wisconsin, 53711",43.03564277710789,-89.45355634260505,gun,2017-06-06T19:55:00.000Z,Jun
319 N. Frances St.,"319 N Frances St, Madison, Wisconsin, 53703",43.07284732944775,-89.39579093738837,knife,2017-06-08T02:10:00.000Z,Jun
5800 Raymond Rd,"5800 Raymond Rd, Madison, Wisconsin, 53711",43.032039382767394,-89.47987649999997,knife,2017-06-08T19:40:00.000Z,Jun
900 block Vernon Ave,"900 Vernon Ave, Madison, Wisconsin, 53714",43.08516326283237,-89.3056855521667,gun,2017-06-10T22:14:00.000Z,Jun
Wittwer Rd and Waldbridge Ave,"Wittwer Rd & N Walbridge Ave, Madison, Wisconsin, 53714",43.10277299999999,-89.3114595,gun,2017-06-12T23:26:00.000Z,Jun
10 block Sherman Terrace,"10 Sherman Ter, Madison, Wisconsin, 53704",43.096836121299475,-89.36808345100702,gun,2017-06-14T23:07:00.000Z,Jun
5800 Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,gun,2017-06-16T22:17:00.000Z,Jun
800 Vernon Ave,"800 Vernon Ave, Madison, Wisconsin, 53714",43.08632079977397,-89.30573507255104,gun,2017-06-18T00:38:00.000Z,Jun
Worthington Ave.,"Worthington Ave, Madison, Wisconsin, 53714",43.10252199924175,-89.33657981071244,gun,2017-06-17T22:20:00.000Z,Jun
1600 Lake Point Dr,"1600 Lake Point Dr, Madison, Wisconsin, 53713",43.04821192563635,-89.34197058021995,gun,2017-06-20T02:07:00.000Z,Jun
2400 McKenna Blvd,"2400 McKenna Blvd, Madison, Wisconsin, 53711",43.0276427483696,-89.49672041040147,,2017-06-19T21:27:00.000Z,Jun
700 block University Ave.,"700 University Ave, Madison, Wisconsin, 53715",43.07321535323192,-89.39749599701597,gun,2017-06-19T18:10:00.000Z,Jun
3000 block Worthington Ave.,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.10265523733956,-89.33988136883299,gun,2017-06-20T10:33:00.000Z,Jun
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647,gun,2017-06-17T23:49:00.000Z,Jun
Waunona Woods Ct,"Waunona Woods Ct, Madison, Wisconsin, 53713",43.049545311125115,-89.3414901979101,gun,2017-06-20T23:01:00.000Z,Jun
4600 block Hayes Rd.,"4600 Hayes Rd, Madison, Wisconsin, 53704",43.142520968174566,-89.3055633241719,gun,2017-06-23T00:13:00.000Z,Jun
E. Broadway,"E Broadway, Madison, Wisconsin, 53718",43.04339979510501,-89.26100274160753,gun,2017-06-23T13:51:00.000Z,Jun
1800 block Northport Dr.,"1800 Northport Dr, Madison, Wisconsin, 53704",43.12984527246602,-89.36023800282996,gun,2017-06-24T02:15:00.000Z,Jun
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,gun,2017-06-27T08:56:00.000Z,Jun
E. Washington Ave.,"E Washington Ave, Madison, Wisconsin, 53703",43.09012075391277,-89.36216852956566,gun,2017-07-04T15:16:00.000Z,Jul
418 S Gammon,"418 S Gammon Rd, Madison, Wisconsin, 53719",43.05872301746781,-89.50297654585206,,2017-07-06T18:40:00.000Z,Jul
200 block W Gorham St,"200 E Gorham St, Madison, Wisconsin, 53703",43.07900765091684,-89.38585355518202,gun,2017-07-09T01:40:00.000Z,Jul
2000 block McKenna Blvd.,"2000 McKenna Blvd, Madison, Wisconsin, 53711",43.031671110639394,-89.49699918382862,gun,2017-07-10T10:38:00.000Z,Jul
2222 S. Park St.,"2222 S Park St, Madison, Wisconsin, 53713",43.041483,-89.39413759925536,gun,2017-07-12T11:59:00.000Z,Jul
100 block E. Main St.,"100 W Main St, Madison, Wisconsin, 53703",43.07296305229568,-89.38431603973646,gun,2017-07-15T02:00:00.000Z,Jul
1800 block W. Beltline Highway,"1800 W Beltline Hwy, Madison, Wisconsin, 53713",43.03526831735736,-89.41169513927555,gun,2017-07-18T01:51:00.000Z,Jul
Mount Vernon Ct,"Mount Vernon Ct, Madison, Wisconsin, 53719",43.042850095330216,-89.50181251556597,,2017-07-18T17:24:00.000Z,Jul
6200 block Raymond Rd.,"6200 Raymond Rd, Madison, Wisconsin, 53711",43.032019972873314,-89.48891124667055,gun,2017-07-19T03:48:00.000Z,Jul
500 block Troy Dr.,"500 Troy Dr, Madison, Wisconsin, 53704",43.13383887071811,-89.38962906833866,gun,2017-07-20T23:44:00.000Z,Jul
4300 Britta Pkway,"4300 Britta Pkwy, Madison, Wisconsin, 53711",43.03431313810813,-89.44864240740971,gun,2017-07-22T21:59:00.000Z,Jul
1602 W. Beltline Hwy,"1602 W Beltline Hwy, Madison, Wisconsin, 53713",43.035124468837935,-89.40933013627445,knife,2017-07-23T02:29:00.000Z,Jul
4726 East Washington Ave.,"4726 E Washington Ave, Madison, Wisconsin, 53704",43.13246511881799,-89.3026576643485,gun,2017-07-24T01:30:00.000Z,Jul
E. Johnson St.,"E Johnson St, Madison, Wisconsin, 53703",43.084617603744,-89.3759687706339,gun,2017-07-23T18:07:00.000Z,Jul
700 block of Pinecrest Dr,"700 Pinecrest Dr, Madison, Wisconsin, 53714",43.107946208363906,-89.33401265281415,gun,2017-07-26T03:08:00.000Z,Jul
6200 block Raymond Rd.,"6200 Raymond Rd, Madison, Wisconsin, 53711",43.032019972873314,-89.48891124667055,gun,2017-07-26T03:17:00.000Z,Jul
4700 Crescent Rd,"4700 Crescent Rd, Madison, Wisconsin, 53711",43.02493654423376,-89.4586251697517,knife,2017-07-30T02:19:00.000Z,Jul
N Thompson & Hwy 30,"N Thompson Dr & WI-30 E, Madison, Wisconsin, 53714",43.105572,-89.30059200000001,gun,2017-07-31T00:30:00.000Z,Jul
6800 block Park Edge Dr,"6800 Park Edge Dr, Madison, Wisconsin, 53719",43.04208381346266,-89.50101945074144,gun,2017-08-03T00:04:00.000Z,Aug
Sprecher Road and Wyalusing,"Sprecher Rd & Wyalusing Dr, Madison, Wisconsin, 53718",43.08782400000001,-89.2667115,gun,2017-08-07T16:30:00.000Z,Aug
400 West Gilman Street,"400 W Gilman St, Madison, Wisconsin, 53703",43.074827419289825,-89.39347833077154,knife,2017-08-13T02:47:00.000Z,Aug
3000 block of Darbo Drive,"3000 Darbo Dr, Madison, Wisconsin, 53714",43.1035970669437,-89.34085016418408,gun,2017-08-12T20:23:00.000Z,Aug
Lake Street @ Langdon Street,"N Lake St & Langdon St, Madison, Wisconsin, 53706",43.07580899999999,-89.397279,gun,2017-08-16T05:11:00.000Z,Aug
700 block of Bewick,"700 Bewick Dr, Madison, Wisconsin, 53714",43.10672064468167,-89.30365289422029,gun,2017-08-16T18:00:00.000Z,Aug
4600 block Femrite Dr.,"4600 Femrite Dr, Madison, Wisconsin, 53716",43.051507380162924,-89.3041910879403,gun,2017-08-18T21:52:00.000Z,Aug
1400 block Northport Dr.,"1400 Northport Dr, Madison, Wisconsin, 53704",43.134922843679725,-89.37305137670134,gun,2017-08-21T10:57:00.000Z,Aug
4514 Nakoosa Trl,"Nakoosa Trl, Madison, Wisconsin, 53714",43.11006808261261,-89.31067602281539,gun,2017-08-21T14:37:00.000Z,Aug
400 block N. Frances St.,"400 N Frances St, Madison, Wisconsin, 53703",43.07317826673804,-89.39587524006424,gun,2017-08-18T01:45:00.000Z,Aug
1900 block Northport Dr.,"1900 Northport Dr, Madison, Wisconsin, 53704",43.12915142901041,-89.35881612687227,gun,2017-08-25T13:52:00.000Z,Aug
Gammon Rd.,"S Gammon Rd, Madison, Wisconsin, 53719",43.05836449933653,-89.5029286419188,gun,2017-08-29T11:47:00.000Z,Aug
400 E Wilson St,"400 E Wilson St, Madison, Wisconsin, 53703",43.07532924063591,-89.37751176249809,gun,2017-09-02T01:21:00.000Z,Sep
200 block S. Fair Oaks Ave.,"200 N Fair Oaks Ave, Madison, Wisconsin, 53714",43.10164911230568,-89.33113547055466,gun,2017-09-02T03:50:00.000Z,Sep
West Towne Mall,West Towne Mall,43.060160000000046,-89.50782999999996,gun,2017-09-02T13:36:00.000Z,Sep
Tolman Terrace,"Tolman Ter, Madison, Wisconsin, 53711",43.03683520204552,-89.47582094093616,gun,2017-09-05T07:30:00.000Z,Sep
2800 Blk Ashford Ln,"2800 Ashford Ln, Madison, Wisconsin, 53713",43.03377859779032,-89.42488380713093,gun,2017-09-09T16:44:00.000Z,Sep
700 block State St.,"700 State St, Madison, Wisconsin, 53706",43.07496122237517,-89.39743763792767,knife,2017-09-11T00:35:00.000Z,Sep
N. Burberry Dr.,"N Burberry Dr, Madison, Wisconsin, 53719",43.05169270824564,-89.51387067536601,knife,2017-09-08T14:51:00.000Z,Sep
2700 block Anderson St.,"2700 Anderson St, Madison, Wisconsin, 53704",43.12121009970872,-89.34582265119306,gun,2017-09-17T01:03:00.000Z,Sep
2400 block Seminole Highway,"2400 Seminole Hwy, Madison, Wisconsin, 53711",43.02967691701769,-89.44634767972751,gun,2017-09-17T23:26:00.000Z,Sep
3400 N Sherman Ave,"3400 N Sherman Ave, Madison, Wisconsin, 53704",43.131209549425314,-89.36358399373158,,2017-09-18T19:08:00.000Z,Sep
3500 block of East Washington Ave,"3500 E Washington Ave, Madison, Wisconsin, 53704",43.11453507689412,-89.32851345602734,gun,2017-09-19T01:20:00.000Z,Sep
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun,2017-09-21T17:41:00.000Z,Sep
2702 E. Washington Ave.,"2702 E Washington Ave, Madison, Wisconsin, 53704",43.102114772981615,-89.34716220012685,gun,2017-09-25T14:17:00.000Z,Sep
N. Sherman Ave.,"N Sherman Ave, Madison, Wisconsin, 53704",43.13636091389316,-89.36331508678823,gun,2017-09-26T19:05:00.000Z,Sep
Silver Rd.,"Silver Rd, Madison, Wisconsin, 53714",43.09402848928947,-89.31828555395393,gun,2017-09-26T13:57:00.000Z,Sep
453 W. Gilman St.,"453 W Gilman St, Madison, Wisconsin, 53703",43.07363445876865,-89.39502500969485,,2017-09-26T23:16:00.000Z,Sep
2100 Winnebago St,"2100 Winnebago St, Madison, Wisconsin, 53704",43.09388711714454,-89.35375669363464,gun,2017-09-27T19:16:00.000Z,Sep
3800 Sycamore Ave,"3800 Sycamore Ave, Madison, Wisconsin, 53714",43.113885671573755,-89.31928319734335,,2017-09-28T03:31:00.000Z,Sep
700 block Pinecrest Dr.,"700 Pinecrest Dr, Madison, Wisconsin, 53714",43.107946208363906,-89.33401265281415,gun,2017-09-27T22:18:00.000Z,Sep
2900 block Hoard St.,"2900 Hoard St, Madison, Wisconsin, 53704",43.10521610652741,-89.34298678095577,gun,2017-10-02T20:00:00.000Z,Oct
Waite Lane,"Waite Ln, Madison, Wisconsin, 53711",43.04743200000002,-89.45246699999998,gun,2017-10-03T11:39:00.000Z,Oct
1610 Ruskin St.,"1610 Ruskin St, Madison, Wisconsin, 53704",43.11712871273591,-89.36169591113104,gun,2017-10-05T11:07:00.000Z,Oct
2600 Commercial Avenue,"2600 Commercial Ave, Madison, Wisconsin, 53704",43.10687447852606,-89.34901002147394,gun,2017-10-07T13:51:00.000Z,Oct
500 N Frances St,"500 N Frances St, Madison, Wisconsin, 53703",43.07541886705881,-89.39540316122759,gun,2017-10-08T13:44:00.000Z,Oct
John Nolen Dr.,"John Nolen Dr, Madison, Wisconsin, 53715",43.05826072581423,-89.3840868147109,gun,2017-10-08T10:04:00.000Z,Oct
Kedzie St.,"Kedzie St, Madison, Wisconsin, 53704",43.10610222993068,-89.34753002494581,gun,2017-10-07T13:52:00.000Z,Oct
6713 Schroeder Rd.,"6713 Schroeder Rd, Madison, Wisconsin, 53711",43.0462255128402,-89.49894822300767,gun,2017-10-09T12:27:00.000Z,Oct
2000 Fisher St,"2000 Fisher St, Madison, Wisconsin, 53713",43.04436943663421,-89.39190102306554,gun,2017-10-11T19:19:00.000Z,Oct
10 block Goldenrod Lane,"10 Goldenrod Ln, Madison, Wisconsin, 53719",43.05329758920944,-89.51701506737119,gun,2017-10-13T03:02:00.000Z,Oct
1400 block S. Park St.,"1400 S Park St, Madison, Wisconsin, 53715",43.051778943518315,-89.39495633044946,gun,2017-10-13T03:30:00.000Z,Oct
U.S. Highway 151,"US-151, Madison, Wisconsin, 53703",43.077363728131196,-89.37716326817218,gun,2017-10-16T14:23:00.000Z,Oct
200 Block of State Street,"200 State St, Madison, Wisconsin, 53703",43.07479221348825,-89.38811596386076,knife,2017-10-19T01:15:00.000Z,Oct
1100 S Park St,"1100 S Park St, Madison, Wisconsin, 53715",43.05498323055375,-89.39745802195053,gun,2017-10-28T02:27:00.000Z,Oct
3200 Quincy Ave.,"3200 Quincy Ave, Madison, Wisconsin, 53704",43.110474144627524,-89.33766513410238,gun,2017-10-29T22:38:00.000Z,Oct
1820 Wright St.,"1820 Wright St, Madison, Wisconsin, 53704",43.12393894615959,-89.33028854053794,gun,2017-10-30T19:46:00.000Z,Oct
300 S. Bassett St.,"300 S Bassett St, Madison, Wisconsin, 53703",43.067857491635216,-89.38777211045708,gun,2017-11-06T23:00:00.000Z,Nov
3800 block of Goodland Dr.,"3800 Goodland Dr, Madison, Wisconsin, 53704",43.134388691179154,-89.3774663441737,gun,2017-11-08T21:40:00.000Z,Nov
100 block Powers Ave.,"100 Powers Ave, Madison, Wisconsin, 53714",43.101224268522174,-89.33334704152028,gun,2017-11-09T01:16:00.000Z,Nov
4600 block Verona Rd.,"4600 Verona Rd, Madison, Wisconsin, 53711",43.035448275185814,-89.45542311950085,gun,2017-11-08T19:30:00.000Z,Nov
