Address,AddrCoor,Latitude,Longitude,WeapType
55 S. Gammon Rd. (Lussier  Community Education Center),"55 S Gammon Rd, Madison, Wisconsin, 53717",43.066376298084144,-89.50248094344788,gun
Bettys Lane/Theresa Terrace,"Bettys Ln & Theresa Ter, Madison, Wisconsin, 53711",43.038108,-89.48983050000002,gun
6800 block Park Edge Dr.,"6800 Park Edge Dr, Madison, Wisconsin, 53719",43.04208381346266,-89.50101945074144,gun
1200 block McKenna Blvd.,"1200 McKenna Blvd, Madison, Wisconsin, 53719",43.040236575746526,-89.50495918055897,gun
2602 Post Rd. (Aldo Leopold Elementary School),Aldo Leopold Elementary School,43.026570050059966,-89.42133005496551,
6300 block Bettys Lane,"6300 Bettys Ln, Madison, Wisconsin, 53711",43.038185721062135,-89.48990504962728,knife
1000 block E. Washington Ave.,"1000 E Washington Ave, Madison, Wisconsin, 53703",43.083690447392684,-89.37166021912165,knife
Pflaum Rd. @ Turner Ave.,"Pflaum Rd & Turner Ave, Madison, Wisconsin, 53716",43.06218300000001,-89.3140425,gun
400 block N. Broom St.,"400 S Broom St, Madison, Wisconsin, 53703",43.06839632844285,-89.38506742941216,gun
150 S. Blair St. (Up North Pub),"150 S Blair St, Madison, Wisconsin, 53703",43.076482921720896,-89.37605855441733,gun
4600 block Cottage Grove Rd.,"4600 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08436093643343,-89.30268780283804,
Madison Metro Bus (east side of town),"Town of Madison, New York",43.07216,-89.401629,gun
6718 Odana Rd (Little Manhattan Billiards),"6718 Odana Rd, Madison, Wisconsin, 53719",43.05666549379625,-89.49843802553522,gun
2101 Fisher St (Penn Park),Penn Park,43.042379956142966,-89.39184998600689,gun
Britta Pkwy / Nieman Pl,"Britta Pkwy & Niemann Pl, Madison, Wisconsin, 53711",43.035030000000006,-89.45110799999998,gun
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.07473349321933,-89.387019,knife
1600 block Monroe St.,"1600 Monroe St, Madison, Wisconsin, 53711",43.067423133544644,-89.41348564101422,knife
6300 block Betty's Lane,"6300 Betty's Ln, Madison, Wisconsin, 53711",43.038185721062135,-89.48990504962728,gun
Whitney Way @ Odana Rd.,"S Whitney Way & Odana Rd, Madison, Wisconsin, 53711",43.050051,-89.473608,gun
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625707,-89.47982823664154,gun
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
2920 N. Sherman Ave. (Mallards Baseball stadium parking lot),"2920 N Sherman Ave, Madison, Wisconsin, 53704",43.126411367615106,-89.36364482150888,gun
3400 block Cottage Grove Road,"3400 Cottage Grove Rd, Madison, Wisconsin, 53718",43.08499697458805,-89.26543313122119,knife
3800 block School Rd.,"3800 School Rd, Madison, Wisconsin, 53704",43.134600295698576,-89.38325579569856,gun
100 Blk Koster St,"100 Koster St, Madison, Wisconsin, 53713",43.04352363781127,-89.38426739036335,gun
1100 block Fleetwood Ave.,"1100 Fleetwood Ave, Madison, Wisconsin, 53716",43.082077080109045,-89.30182664656367,gun
2118 Allied Dr,"2118 Allied Dr, Madison, Wisconsin, 53711",43.03079244694331,-89.45918113155403,gun
5300 block Hammersley Rd./1400 block Theresa Terrace,"1400 Theresa Ter, Madison, Wisconsin, 53711",43.03805241356789,-89.48988947814662,gun
4900 Verona Road,"4900 Verona Rd, Madison, Wisconsin, 53711",43.0309222736065,-89.46113533707212,gun
1100 East Wilson Street,"1100 E Wilson St, Madison, Wisconsin, 53703",43.08272722612833,-89.3669324092882,gun
2200 block E. Washington Ave.,"2200 E Washington Ave, Madison, Wisconsin, 53704",43.096227027207526,-89.35422583780935,gun
3000 block Worthington Ave.,"3000 Worthington Ave, Madison, Wisconsin, 53714",43.10265523733956,-89.33988136883299,gun
1400 block Spaight St.,"1400 Spaight St, Madison, Wisconsin, 53703",43.08454542333054,-89.35903342062551,gun
10 block W. Mifflin St.,"10 E Mifflin St, Madison, Wisconsin, 53703",43.07572638671585,-89.38503678950669,gun
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,knife
7000 block Tree Lane,"7000 Tree Ln, Madison, Wisconsin, 53717",43.065622905295335,-89.50341280675491,gun
1501 Monroe St. (HotelRED),HotelRED,43.06773993392595,-89.41285994835259,gun
1600 block of Capital Avenue,"1600 Capital Ave, Madison, Wisconsin, 53705",43.08257394035951,-89.48225582676855,knife
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
4600 block Verona Rd.,"4600 Verona Rd, Madison, Wisconsin, 53711",43.035448275185814,-89.45542311950085,knife
200 Blk E. Mifflin St.,"200 E Mifflin St, Madison, Wisconsin, 53703",43.07702988081983,-89.38321567298094,
400 block S. Gammon Rd.,"400 N Gammon Rd, Madison, Wisconsin, 53717",43.0728096184772,-89.50260532404045,knife
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647,knife
2400 block Monroe St.,"2400 Monroe St, Madison, Wisconsin, 53711",43.058918651355135,-89.42643003314247,gun
500 block N. Frances St.,"500 N Frances St, Madison, Wisconsin, 53703",43.07541886705881,-89.39540316122759,knife
3500 Pierstorff,"3500 Pierstorff St, Madison, Wisconsin, 53704",43.128434584894116,-89.32995790970773,gun
6400 block Bettys Lane,"6400 Bettys Ln, Madison, Wisconsin, 53711",43.03817315996632,-89.49184653061239,
852 Williamson St. (Willy Street Pub),"852 Williamson St, Madison, Wisconsin, 53703",43.079363464625686,-89.36991567236994,
Trailsway,"Trailsway, Madison, Wisconsin, 53704",43.12611900000002,-89.36595401726723,gun
1900 block Cameron Dr.,"1900 Cameron Dr, Madison, Wisconsin, 53711",43.03272563839053,-89.4831406516034,gun
1600 Block of Brynwood Drive,"1600 Brynwood Dr, Madison, Wisconsin, 53716",43.07539209199207,-89.30461623780553,gun
1220 Carpenter St.(Carpenter- Ridgeway Park),"1220 Carpenter St, Madison, Wisconsin, 53704",43.11225392297582,-89.33645579569857,gun
Allied & Jenewein,"Allied Dr & Jenewein Rd, Madison, Wisconsin, 53711",43.028937000000006,-89.45944200000002,gun
Theresa Ter/Bettys La,"Theresa Ter & Bettys Ln, Madison, Wisconsin, 53711",43.03810800000002,-89.48982600000002,gun
6400 Block of Bridge Road,"6400 Bridge Rd, Madison, Wisconsin, 53713",43.04940696902339,-89.33769083079069,
Adeline Circle,"Adeline Cir, Madison, Wisconsin, 53713",43.03675541414876,-89.40408648633976,gun
Jay Circle,"Jay Cir, Madison, Wisconsin, 53704",43.14211200000001,-89.37955799999997,gun
4300 Blk. Prairie View,"4300 Prairieview Dr, Madison, Wisconsin, 53704",43.14019979264204,-89.36088477763475,gun
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
200 block Swanton Rd.,"200 Swanton Rd, Madison, Wisconsin, 53714",43.10238845553214,-89.30160642327694,knife
2300 block Allied Dr.,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,gun
6500 Blk Tottenham,"6500 Tottenham Rd, Madison, Wisconsin, 53711",43.02911696306809,-89.49300662484383,gun
1300 block Theresa Terrace,"1300 Theresa Ter, Madison, Wisconsin, 53711",43.03904254234089,-89.48985810276346,gun
400 block East Bluff St.,"400 East Blf, Madison, Wisconsin, 53704",43.132020510785466,-89.36358051078544,gun
4701 Mike McKinney Ct. & 2301 Gene Parks Place,"Mike McKinney Ct & Gene Parks Pl, Madison, Wisconsin, 53711",43.0281,-89.45900999999998,gun
3500 block Ridgeway Ave.,"3500 Ridgeway Ave, Madison, Wisconsin, 53704",43.11576996737872,-89.32838608442744,knife
7000 block Flower Lane,"7000 Flower Ln, Madison, Wisconsin, 53717",43.06783294809758,-89.50264790242741,gun
2000 block Taft St.,"2000 Taft St, Madison, Wisconsin, 53713",43.04435206762041,-89.39308514190662,knife
2500 block McKenna Blvd.,"2500 McKenna Blvd, Madison, Wisconsin, 53711",43.027198310517186,-89.49697561156124,gun
400 W. Gorham St,"400 W Gorham St, Madison, Wisconsin, 53703",43.0741806480475,-89.39268648337618,gun
Downtown Madison,"Downtown Madison, Madison, Wisconsin",43.07449000000002,-89.39297999999997,gun
Connecticut Court,"Connecticut Ct, Madison, Wisconsin, 53719",43.0408035,-89.50152825,gun
1600 Wright Street,"1600 Wright St, Madison, Wisconsin, 53704",43.12019435485154,-89.33050364692394,gun
1400 Damon,"1400 Damon Rd, Madison, Wisconsin, 53713",43.035014613232256,-89.40898161323227,gun
1100 block MacArthur Rd.,"1100 MacArthur Rd, Madison, Wisconsin, 53714",43.11250228002612,-89.31766488783217,gun
2200 block Cypress Way,"2200 Cypress Way, Madison, Wisconsin, 53713",43.04165543028294,-89.39730032198726,knife
802 W. Badger Rd,"802 W Badger Rd, Madison, Wisconsin, 53713",43.03853350100962,-89.39481836551454,gun
1200 block MacArthur Rd.,"1200 MacArthur Rd, Madison, Wisconsin, 53714",43.11240824134509,-89.31931313992426,gun
Edna Court,"Edna Ct, Madison, Wisconsin, 53716",43.08205950000001,-89.28429075,knife
LaFollette Ave. & Talmadge St.,"Lafollette Ave & Talmadge St, Madison, Wisconsin, 53704",43.096841999999995,-89.34619049999998,knife
1800 block E. Washington Ave.,"1800 E Washington Ave, Madison, Wisconsin, 53704",43.090484870662095,-89.36202529693894,gun
2100 block Rosenberry Rd.,"2100 Rosenberry Rd, Madison, Wisconsin, 53711",43.031213299073926,-89.45798082913788,knife
700 block Ziegler Rd.,"700 Ziegler Rd, Madison, Wisconsin, 53714",43.10673718715807,-89.30610689678396,gun
700 block S. Gammon Rd.,"700 N Gammon Rd, Madison, Wisconsin, 53717",43.076677458503696,-89.50249562016356,gun
2900 block Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814486,-89.41476209869812,gun
2700 Block of East Washington Ave.,"2700 E Washington Ave, Madison, Wisconsin, 53704",43.10198812027746,-89.34747317630432,gun
North St. @ Myrtle St.,"North St & Myrtle St, Madison, Wisconsin, 53704",43.11000899999999,-89.3512305,gun
2309 Cypress Ave,"2309 Cypress Way, Madison, Wisconsin, 53713",43.04052888481737,-89.3972644106993,knife
901 S. Gammon Rd. (Kelly Williamson Mobil),Mobil,43.045729948929605,-89.50319994777567,gun
201 S. Gammon Rd. (Memorial High School),James Madison Memorial High School,43.0629300512138,-89.5011199682619,gun
6700 block Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,gun
900 Blk of Vernon Av,"900 Vernon Ave, Madison, Wisconsin, 53714",43.08516326283237,-89.30568555216671,gun
1700 Onsgard Road,"1700 Onsgard Rd, Madison, Wisconsin, 53704",43.12106455347623,-89.32241553730154,gun
10 Block of OBrien Court,"10 Obrien Ct, Madison, Wisconsin, 53714",43.10031937220832,-89.28783348040872,gun
4300 Britta Parkway,"4300 Britta Pkwy, Madison, Wisconsin, 53711",43.03431313810813,-89.44864240740971,gun
