Address,AddrCoor,Latitude,Longitude
1400 block Lucy Lane,"1400 Lucy Ln, Madison, Wisconsin, 53711",43.038054957389285,-89.49094938639219
2100 Block of East Washington Avenue,"2100 E Washington Ave, Madison, Wisconsin, 53704",43.09501307106574,-89.355769631023
2600 Block S. Stoughton Rd,"2600 S Stoughton Rd, Madison, Wisconsin, 53716",43.060110686203885,-89.30997179303671
500 Blk Northport Dr.,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315
Fisher Baird Neighborhood,"Madison, Nashville, Tennessee",36.269750000000045,-86.71052999999995
2300 Carling Dr.,"2300 Carling Dr, Madison, Wisconsin, 53711",43.02835881093745,-89.46130903609665
6700 block of Schroeder Rd.,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.046331401027025,-89.49789674864265
Park St/Spring St,"N Park St & Spring St, Madison, Wisconsin, 53715",43.06932899999999,-89.400861
400 West Washington Avenue,"400 W Washington Ave, Madison, Wisconsin, 53703",43.07137058905746,-89.3889737165333
3100 block Emmet St.,"3100 Emmet St, Madison, Wisconsin, 53704",43.09560878518516,-89.33832206731398
400 block N. Frances St.,"400 N Frances St, Madison, Wisconsin, 53703",43.07317826673804,-89.39587524006424
3300 blk. Chicago Av,"3300 Chicago Ave, Madison, Wisconsin, 53714",43.10168805662836,-89.33315874489264
2900 block N. Sherman Ave. (Warner Park basketball courts),"2900 N Sherman Ave, Madison, Wisconsin, 53704",43.12639672110406,-89.36364516212541
2200 block S. Thompson Dr.,"2200 S Thompson Dr, Madison, Wisconsin, 53716",43.06641678930484,-89.28393043753039
N. Hillside Terrace,"N Hillside Ter, Madison, Wisconsin, 53705",43.07008986607024,-89.44867867543014
1798 Thierer Rd. (Denny's),Denny's,43.12333998110126,-89.31395001558055
600 University Avenue,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647
10 blk. E. Wilson St,"10 E Wilson St, Madison, Wisconsin, 53703",43.072697271444845,-89.3811938547159
2800 block E. Washington Ave.,"2800 E Washington Ave, Madison, Wisconsin, 53704",43.102752013747825,-89.34578270637583
West Towne Mall,West Towne Mall,43.06016000000005,-89.50782999999996
3600 block of Kipling Dr,"3600 Kipling Dr, Madison, Wisconsin, 53704",43.13292427232273,-89.35670778171401
915 W. Beltline Hwy (Kings Inn),"915 W Beltline Hwy, Madison, Wisconsin, 53713",43.03893023558236,-89.38409422322437
Linda Vista Rd at Spaanem Ave,"Linda Vista Rd & Spaanem Ave, Madison, Wisconsin, 53716",43.06393800000001,-89.31573
1800 S. Park Street,"1800 S Park St, Madison, Wisconsin, 53713",43.04699944463039,-89.39417907097884
700-728 S. Gammon Rd (Highland Gates Retail Center),"728 S Gammon Rd, Madison, Wisconsin, 53719",43.04877300000001,-89.50328961815414
Balsam Road area,"Balsam Rd, Madison, Wisconsin, 53711",43.03084426582858,-89.48076306399948
Anniversary Lane,"Anniversary Ln, Madison, Wisconsin, 53704",43.13516089540211,-89.30441278030803
300 Cottage Grove Rd. (Packers Inn),"300 Cottage Grove Rd, Madison, Wisconsin, 53716",43.08377646047075,-89.32141230544174
Wittwer Rd.,"Wittwer Rd, Madison, Wisconsin, 53714",43.100662181518004,-89.31105234902464
3700 block Karstens Dr.,"3700 W Karstens Dr, Madison, Wisconsin, 53704",43.13382789721914,-89.38734466997425
Winchester St.,"Winchester St, Madison, Wisconsin, 53704",43.12121356489817,-89.36161398164388
2700 block E. Washington Ave.,"2700 E Washington Ave, Madison, Wisconsin, 53704",43.10198812027746,-89.34747317630432
508 E. Wilson St. (Come Back Inn parking lot),Come Back In,43.07600003332556,-89.37653008050077
1800 block South Whitney Way,"1800 S Whitney Way, Madison, Wisconsin, 53711",43.03373574044849,-89.4773228759177
200 block Clyde Gallagher,"200 Clyde Gallagher Ave, Madison, Wisconsin, 53704",43.101385538548136,-89.33922398480591
N. Thompson Dr.,"N Thompson Dr, Madison, Wisconsin, 53704",43.11359631911023,-89.29610241779805
1100 block Moorland Rd.,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.03369941852054,-89.36669975517842
200 block Wisconsin Ave. (outside United Methodist Church),"200 Wisconsin Ave, Madison, Wisconsin, 53703",43.07616495490801,-89.38623716400795
400 block W. Johnson St.,"400 E Johnson St, Madison, Wisconsin, 53703",43.0796583567774,-89.38316291664646
1525 N Stoughton Rd (Club LaMark),"1525 N Stoughton Rd, Madison, Wisconsin, 53704",43.11890176464308,-89.32466423212561
5 Applegate Ct. (Club 5),"5 Applegate Ct, Madison, Wisconsin, 53713",43.033003535634116,-89.4069315
Raymond Rd. @ McKenna Blvd.,"Raymond Rd & McKenna Blvd, Madison, Wisconsin, 53711",43.03172699999999,-89.4969405
Raymond Rd.,"Raymond Rd, Madison, Wisconsin, 53719",43.02739239906176,-89.51478936197029
1810 Roth St (Locker Room Bar & Grill),Locker Room Sports Bar & Grill,43.11128006275594,-89.36026997720606
4300 block Britta Dr.,"4300 Britta Dr, Madison, Wisconsin, 53711",43.03464846768411,-89.45116950173076
3500 Packers Ave. (possible location),"3500 Packers Ave, Madison, Wisconsin, 53704",43.132179113002294,-89.355401417102
53 West Towne Mall,"53 West Towne Mall, Madison, Wisconsin, 53719",43.06000241850576,-89.50661959742708
115 King Street (Majestic Theatre),Majestic Theater,43.074629992209786,-89.38076006217891
1500 Blk of Troy Dr,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388
4700 block of Cottage Grove Road,"4700 Cottage Grove Rd, Madison, Wisconsin, 53716",43.084408258292946,-89.30046767099313
