Address,AddrCoor,Latitude,Longitude,WeapType
2200 block Carling Dr.,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139873,knife
1800 block Helene Parkway,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03498170430142,-89.45290679569857,gun
National Ave.,"National Ave, Madison, Wisconsin, 53716",43.07526900000001,-89.28992249999997,gun
1754 Thierer Rd.,"1754 Thierer Rd, Madison, Wisconsin, 53704",43.122772782936266,-89.31320985071245,gun
4600 block Verona Rd.,"4600 Verona Rd, Madison, Wisconsin, 53711",43.035448275185814,-89.45542311950085,gun
Steensland Dr.,"Steensland Dr, Madison, Wisconsin, 53704",43.115094,-89.36487904935318,gun
6718 Park Ridge Dr,"6718 Park Ridge Dr, Madison, Wisconsin, 53719",43.043087570849806,-89.50110084446938,gun
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,gun
6500 block Raymond Rd.,"6500 Raymond Rd, Madison, Wisconsin, 53711",43.031967382675454,-89.49367538267543,
2300 block Hoard St.,"2300 Hoard St, Madison, Wisconsin, 53704",43.10072670739335,-89.3572563106419,gun
Darbo Dr.,"Darbo Dr, Madison, Wisconsin, 53704",43.10354250000002,-89.34134625,gun
500 block W. Mifflin St.,"500 E Mifflin St, Madison, Wisconsin, 53703",43.07883892665861,-89.38070439624002,gun
2901 Dryden Dr.,"2901 Dryden Dr, Madison, Wisconsin, 53704",43.12849878322473,-89.35929107129691,
4300 Blk Bridge Rd,"Bridge Rd, Madison, Wisconsin, 53716",43.053190317036496,-89.33294659083845,gun
439 Grand Canyon Drive,"439 Grand Canyon Dr, Madison, Wisconsin, 53719",43.058420800998334,-89.49603045123816,knife
2000 block Taft St.,"2000 Taft St, Madison, Wisconsin, 53713",43.04435206762041,-89.39308514190662,gun
700 block Pflaum Rd.,"700 Pflaum Rd, Madison, Wisconsin, 53716",43.06208545065938,-89.31985102553524,gun
627 W. Main St.,"627 W Main St, Madison, Wisconsin, 53703",43.067333819580014,-89.39219209489887,gun
675 S. Whitney Way,"675 S Whitney Way, Madison, Wisconsin, 53711",43.05072828834172,-89.47333470430144,gun
1100 block Morraine View Dr.,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,knife
900 Sequoia Trl,"900 Sequoia Trl, Madison, Wisconsin, 53713",43.04179903746379,-89.39729832461906,knife
2300 block Independence Lane,"2300 Independence Ln, Madison, Wisconsin, 53704",43.1290077172421,-89.30966446975408,knife
1300 block Theresa Terrace,"1300 Theresa Ter, Madison, Wisconsin, 53711",43.03904254234089,-89.48985810276346,
1500 blk Trailsway,"1500 Trailsway, Madison, Wisconsin, 53704",43.12619750331153,-89.36714049668848,gun
1800 Helene Parkway,"1800 Helene Pkwy, Madison, Wisconsin, 53711",43.03498170430142,-89.45290679569857,gun
10 Block of Falmouth Ct,"10 Falmouth Ct, Madison, Wisconsin, 53719",43.041674976946275,-89.50034601526345,gun
1700 Block of Northport Dr,"1700 Northport Dr, Madison, Wisconsin, 53704",43.130561050297615,-89.36215007953352,gun
2241 Luann Lane,"2241 Luann Ln, Madison, Wisconsin, 53713",43.031314456835396,-89.41791798248622,knife
2405 Monterey Drive,"2405 Monterey Dr, Madison, Wisconsin, 53704",43.124759434358594,-89.36838197735031,gun
4200 Bl Wanetah Trl,"4200 Wanetah Trl, Madison, Wisconsin, 53711",43.0387676283757,-89.44385034320356,gun
700 block E. Gorham St.,"700 E Gorham St, Madison, Wisconsin, 53703",43.08269099179107,-89.38062766802527,knife
10 Bl N Fairchild St,"10 N Fairchild St, Madison, Wisconsin, 53703",43.07330903783245,-89.38642415974094,knife
1818 Portage Rd.,"1818 Portage Rd, Madison, Wisconsin, 53704",43.126426959894765,-89.31548715782577,gun
1700 block Blossom Lane,"1700 Blossom Ln, Madison, Wisconsin, 53716",43.074456121331075,-89.30875622990641,gun
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266,gun
7500 block Raymond Rd.,"7500 Raymond Rd, Madison, Wisconsin, 53719",43.02755839996632,-89.51460994535962,gun
1000 block Ann St.,"1000 Ann St, Madison, Wisconsin, 53713",43.03534845445675,-89.3987100045223,gun
4500 block Verona Rd,"4500 Verona Rd, Madison, Wisconsin, 53711",43.03715756549653,-89.45457007068704,gun
4500 block of Stein Ave,"4500 Stein Ave, Madison, Wisconsin, 53714",43.10248102993136,-89.30551370319105,gun
603 State St.,"603 State St, Madison, Wisconsin, 53703",43.074818466818726,-89.3959787514571,gun
100 block State St.,"100 State St, Madison, Wisconsin, 53703",43.07473349321933,-89.387019,knife
900 block S. Gammon Rd.,"900 N Gammon Rd, Madison, Wisconsin, 53717",43.08012465101375,-89.5024054230596,gun
2900 Todd Drive,"2900 Todd Dr, Madison, Wisconsin, 53713",43.033296012263406,-89.42301053430602,gun
1300 block Fish Hatchery Rd,"1300 Fish Hatchery Rd, Madison, Wisconsin, 53715",43.053010369419134,-89.39909743536785,gun
700 block N. Meadow Lane,"700 N Meadow Ln, Madison, Wisconsin, 53705",43.07313880905332,-89.45002728014823,knife
5800 block Russett Rd.,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,gun
Northport Dr.,"Northport Dr, Madison, Wisconsin, 53704",43.15234564234142,-89.40347913825167,gun
1200 block McKenna Blvd.,"1200 McKenna Blvd, Madison, Wisconsin, 53719",43.040236575746526,-89.50495918055897,gun
East Towne Mall,East Towne Mall,43.12544000000002,-89.30646999999998,gun
4800 block Lovell Lane,"4800 Lovell Ln, Madison, Wisconsin, 53711",43.026870656476696,-89.45984147462187,gun
702 Pflaum Rd,"702 Pflaum Rd, Madison, Wisconsin, 53716",43.06208650894319,-89.31984202553522,gun
515 S. Park Street,"515 S Park St, Madison, Wisconsin, 53715",43.06152742492355,-89.40067246292358,gun
2900 block Union St.,"2900 Union St, Madison, Wisconsin, 53704",43.10079787245709,-89.34147998989162,gun
5702 Raymond Rd.,"5702 Raymond Rd, Madison, Wisconsin, 53711",43.031985523226616,-89.47736163918863,gun
600 block W. Wilson St.,"600 E Wilson St, Madison, Wisconsin, 53703",43.07623890703431,-89.37618592093989,knife
2100 block of Leland Dr,"2100 Leland Dr, Madison, Wisconsin, 53711",43.03078011063966,-89.47980918382838,gun
N. Stoughton Rd.,"N Stoughton Rd, Madison, Wisconsin, 53704",43.15929269370964,-89.32481752641516,gun
2100 Pike Dr,"2100 Pike Dr, Madison, Wisconsin, 53713",43.02950454731968,-89.41691935967388,gun
600 block University Ave.,"600 University Ave, Madison, Wisconsin, 53715",43.07319806181074,-89.39589774318647,gun
3100 block Webb Ave.,"3100 Webb Ave, Madison, Wisconsin, 53714",43.10470389348262,-89.33774049971001,gun
N. Frances St.,"N Frances St, Madison, Wisconsin, 53703",43.07621392263706,-89.39531971418337,knife
2900 Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,gun
Aberg Ave/Packers Ave,"Aberg Ave & Packers Ave, Madison, Wisconsin, 53704",43.113375,-89.35443000000002,gun
6700 Schroeder Rd,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,knife
Bram St.,"Bram St, Madison, Wisconsin, 53713",43.045671185243854,-89.38942472450991,gun
1900 block Windom Way,"1900 Windom Way, Madison, Wisconsin, 53704",43.12664514203664,-89.3599067607083,gun
500 block State St.,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
2900 block Coho St.,"2900 Coho St, Madison, Wisconsin, 53713",43.02934953814485,-89.41476209869812,knife
3500 block Ridgeway Ave.,"3500 Ridgeway Ave, Madison, Wisconsin, 53704",43.11576996737872,-89.32838608442744,gun
4700 Dutch Mill Rd,"4700 Dutch Mill Rd, Madison, Wisconsin, 53716",43.04986229530533,-89.30119310794363,gun
439 Grand Canyon Dr,"439 Grand Canyon Dr, Madison, Wisconsin, 53719",43.058420800998334,-89.49603045123816,gun
200 block Swanton Rd,"200 Swanton Rd, Madison, Wisconsin, 53714",43.10238845553214,-89.30160642327694,gun
900 Blk North Thompson Dr,"900 N Thompson Dr, Madison, Wisconsin, 53704",43.11135560296216,-89.29627405167854,gun
3100 block Worthington Ave,"3100 Worthington Ave, Madison, Wisconsin, 53714",43.10264176288882,-89.33781148188187,gun
5800 Raymond Rd,"5800 Raymond Rd, Madison, Wisconsin, 53711",43.032039382767394,-89.47987649999997,gun
6323 Woodington Way,"6323 Woodington Way, Madison, Wisconsin, 53711",43.04090659665922,-89.49004875503509,gun
Regent St and Park St,"Regent St & N Park St, Madison, Wisconsin, 53715",43.067673000000006,-89.40106800000001,gun
5441 High Crossing Blvd.,"5441 High Crossing Blvd, Madison, Wisconsin, 53718",43.14187933302576,-89.28522942806886,gun
1250 McKenna Blvd.,"1250 McKenna Blvd, Madison, Wisconsin, 53719",43.03899586283336,-89.50247631943671,knife
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266,gun
102 West Corporate Drive,"102 W Corporate Dr, Madison, Wisconsin, 53714",43.09856099999999,-89.32161760762257,gun
100 block Craig Ave,"100 Craig Ave, Madison, Wisconsin, 53705",43.07596297446477,-89.47186400028845,knife
State St.,"State St, Madison, Wisconsin, 53706",43.07489100000001,-89.39899120737489,knife
Pilgrim Rd. Homestead Rd,"Homestead Rd, Madison, Wisconsin, 53711",43.02441854112993,-89.49559616862592,gun
Horned Owl Court,"Horned Owl Ct, Madison, Wisconsin, 53718",43.03729799999999,-89.29440224999998,gun
Brompton Circle,"Brompton Cir, Madison, Wisconsin, 53711",43.02996750000001,-89.4932685,gun
6202 Schroeder Rd.,"6202 Schroeder Rd, Madison, Wisconsin, 53711",43.046353464365865,-89.48711814210283,gun
3000 E Washington Ave,"3000 E Washington Ave, Madison, Wisconsin, 53704",43.10385960382309,-89.34308214288689,gun
Greenwich Dr.,"Greenwich Dr, Madison, Wisconsin, 53711",43.04452993361685,-89.48647847891905,gun
3500 block E. Washington Ave.,"3500 E Washington Ave, Madison, Wisconsin, 53704",43.11453507689412,-89.32851345602734,gun
2703 W Beltline Hwy,"2703 W Beltline Hwy, Madison, Wisconsin, 53713",43.03496949567217,-89.42329259394657,gun
300 Bl Swanton Rd,"300 Swanton Rd, Madison, Wisconsin, 53714",43.10362371760565,-89.30153620462849,gun
N. Seventh St.,"N 7th St, Madison, Wisconsin, 53704",43.101400307051414,-89.35218238256886,gun
2900 Bl Todd Dr,"2900 Todd Dr, Madison, Wisconsin, 53713",43.033296012263406,-89.42301053430602,gun
Todd Drive,"Todd Dr, Madison, Wisconsin, 53713",43.03212875731403,-89.42299144000273,gun
Regent St.,"Regent St, Madison, Wisconsin, 53715",43.067664775483095,-89.39930315057241,knife
Hauk St @ Marquette St,"Hauk St & N Marquette St, Madison, Wisconsin, 53704",43.10298,-89.341452,gun
2222 E. Washington Ave.,"2222 E Washington Ave, Madison, Wisconsin, 53704",43.09674201840785,-89.35346780154566,gun
1423 Northport Dr.,"1423 Northport Dr, Madison, Wisconsin, 53704",43.134047498182326,-89.37146872260367,gun
2200 block Carling Dr.,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139873,gun
30 Ash St.,"30 Ash St, Madison, Wisconsin, 53726",43.069041536470834,-89.42556909492659,gun
400 block Algoma St.,"400 Algoma St, Madison, Wisconsin, 53704",43.10465435556823,-89.34429653335232,gun
2100 block Allied Dr.,"2100 Allied Dr, Madison, Wisconsin, 53711",43.03137136844597,-89.4591059469433,gun
415 N. Lake St.,"415 N Lake St, Madison, Wisconsin, 53715",43.07432960724813,-89.39734294070658,knife
700 block N. Oak St.,"700 Oak St, Madison, Wisconsin, 53704",43.105972078636945,-89.34305777428011,gun
3500 block Graceland Ave.,"3500 Graceland Ave, Madison, Wisconsin, 53704",43.11675658130659,-89.32853131491873,gun
1800 block Windom Way,"1800 Windom Way, Madison, Wisconsin, 53704",43.12668230471027,-89.36230183032724,gun
2300 block Allied Drive,"2300 Allied Dr, Madison, Wisconsin, 53711",43.02889695353907,-89.45950695342123,gun
2000 Block McKenna Blvd,"2000 McKenna Blvd, Madison, Wisconsin, 53711",43.031671110639394,-89.49699918382862,gun
1500 block Troy Dr.,"1500 Troy Dr, Madison, Wisconsin, 53704",43.13444460782504,-89.37080289901388,gun
500 Northport Dr,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,gun
3500 E Washington Ave,"3500 E Washington Ave, Madison, Wisconsin, 53704",43.11453507689412,-89.32851345602734,gun
2300 Monterey Dr,"2300 Monterey Dr, Madison, Wisconsin, 53704",43.12411842504736,-89.36852521681746,gun
2200 block Allied Dr.,"2200 Allied Dr, Madison, Wisconsin, 53711",43.029927162562245,-89.45932888813215,gun
5400 block Hammersley Rd.,"5400 Hammersley Rd, Madison, Wisconsin, 53711",43.03920039827312,-89.47130659272881,gun
2500 block Brentwood Parkway,"2500 Brentwood Pkwy, Madison, Wisconsin, 53704",43.125200485775025,-89.36729917031849,gun
Green Ridge Dr,"Green Ridge Dr, Madison, Wisconsin, 53704",43.13246386700374,-89.31440885554893,gun
211 S Carroll St,"211 S Carroll St, Madison, Wisconsin, 53703",43.07207946658759,-89.38292888129759,gun
800 Troy Dr,"800 Troy Dr, Madison, Wisconsin, 53704",43.13382525811043,-89.38379510634195,gun
5100 Milwaukee St,"5100 Milwaukee St, Madison, Wisconsin, 53714",43.099029830492995,-89.2945056050861,knife
1100 Moorland Rd,"1100 Moorland Rd, Madison, Wisconsin, 53713",43.033699418520534,-89.36669975517842,gun
100 block Kennedy Heights,"100 Kennedy Hts, Madison, Wisconsin, 53704",43.14020634498114,-89.38620917195293,gun
Fieldwood Road,"Fieldwood Rd, Madison, Wisconsin, 53718",43.16325893974307,-89.28946610727793,gun
4100 block Hanover St.,"4100 Hanover St, Madison, Wisconsin, 53704",43.13733704202151,-89.36815754416288,gun
Claremont Lane,"Claremont Ln, Madison, Wisconsin, 53704",43.143834624410246,-89.38715182075208,gun
3019 E. Washington Ave.,"3019 E Washington Ave, Madison, Wisconsin, 53704",43.103972809856494,-89.34223648470791,gun
W. Johnson St.,"W Johnson St, Madison, Wisconsin, 53715",43.072055505612695,-89.39825551075594,gun
1000 block Forester Dr,"1000 Forster Dr, Madison, Wisconsin, 53704",43.130737788484275,-89.38001869058607,gun
3000 Block Darbo Drive,"3000 Darbo Dr, Madison, Wisconsin, 53714",43.1035970669437,-89.34085016418408,knife
5100 Blk Great Gray,"5100 Great Gray Dr, Madison, Wisconsin, 53718",43.036585295252685,-89.29473203816357,gun
900 block Magnolia Lane,"900 Magnolia Ln, Madison, Wisconsin, 53713",43.03945637265016,-89.3974058883339,gun
15 N. Prospect Ave.,"15 N Prospect Ave, Madison, Wisconsin, 53726",43.068516998615024,-89.4211638863179,gun
1800 block Fordem Ave.,"1800 Fordem Ave, Madison, Wisconsin, 53704",43.09557538777377,-89.36347474799055,gun
100 block E. Gilman St.,"100 W Gilman St, Madison, Wisconsin, 53703",43.07734664967474,-89.38995472947597,gun
4400 block Pflaum Rd.,"4400 Pflaum Rd, Madison, Wisconsin, 53716",43.06239779813332,-89.30847100180121,gun
5800 block Balsam Rd.,"5800 Balsam Rd, Madison, Wisconsin, 53711",43.03091501625707,-89.47982823664154,gun
West Beltline Highway,"W Beltline Hwy, Madison, Wisconsin, 53719",43.046425279012944,-89.47365493699266,gun
4300 block Britta Dr.,"4300 Britta Dr, Madison, Wisconsin, 53711",43.03464846768411,-89.45116950173076,gun
2200 block Carling Dr.,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139873,gun
Fourth St.,"N 4th St, Madison, Wisconsin, 53704",43.097337877711965,-89.35585404754704,gun
200 (block) W. Gilman St.,"200 E Gilman St, Madison, Wisconsin, 53703",43.080058250558864,-89.38609875940499,
N. Walbridge Ave.,"N Walbridge Ave, Madison, Wisconsin, 53714",43.10247033364334,-89.31207484126827,knife
3200 Ridgeway Ave(block),"3200 Ridgeway Ave, Madison, Wisconsin, 53704",43.10984408674123,-89.33686451935837,gun
Tanager Trl/Riva Rd,"Tanager Trl & Riva Rd, Madison, Wisconsin, 53711",43.02998100000001,-89.484336,gun
