Address,AddrCoor,Latitude,Longitude,WeapType
100 block N. Bassett St.,"100 S Bassett St, Madison, Wisconsin, 53703",43.06917036267549,-89.38953957603722,gun
1300 Block of Gilson St,"1300 Gilson St, Madison, Wisconsin, 53715",43.05292407068345,-89.39037234757916,gun
1800 block Fisher St.,"1800 Fisher St, Madison, Wisconsin, 53713",43.047806319500154,-89.39154376792946,gun
400 block N. Frances St.,"400 N Frances St, Madison, Wisconsin, 53703",43.07317826673804,-89.39587524006424,
15 E. Main St. (Walgreens),Walgreens,43.074329922817476,-89.38252997720602,gun
900 Drake Street,"900 Drake St, Madison, Wisconsin, 53715",43.06209897830848,-89.4009353594193,knife
724 S. Gammon Rd. (parking lot near Old Town Pub),Old Town Pub,43.04882004169277,-89.50328007444128,knife
1100 Blk Morraine View,"1100 Morraine View Dr, Madison, Wisconsin, 53719",43.04254768195646,-89.50635445718746,knife
100 Blk Kennedy Heights Rd,"100 Kennedy Hts, Madison, Wisconsin, 53704",43.14020634498114,-89.38620917195293,gun
3000 Blk Muirfield Rd,"3000 Muir Field Rd, Madison, Wisconsin, 53719",43.01972715268812,-89.50674746702481,gun
5800 block Russett Road,"5800 Russett Rd, Madison, Wisconsin, 53711",43.03283624545014,-89.48098283910532,gun
900 block Magnolia Lane,"900 Magnolia Ln, Madison, Wisconsin, 53713",43.03945637265016,-89.3974058883339,knife
3200 block Derby Down,"3200 Derby Down, Madison, Wisconsin, 53713",43.028571850510026,-89.43083570807751,gun
3000 Webb Avenue,"3000 Webb Ave, Madison, Wisconsin, 53714",43.10520543029212,-89.34025279661734,gun
2700 block Center Avenue,"2700 Center Ave, Madison, Wisconsin, 53704",43.09237054255333,-89.34434223084305,gun
1900 block Baird St.,"1900 Baird St, Madison, Wisconsin, 53713",43.04565824886159,-89.39065178127834,knife
6800 block Schroeder Rd.,"6800 Schroeder Rd, Madison, Wisconsin, 53711",43.0462674622015,-89.50033154832914,gun
4700 block Thurston Lane,"4700 Thurston Ln, Madison, Wisconsin, 53711",43.031355570017816,-89.45798752845877,knife
1500 block Trailsway Dr.,"1500 Trailsway St, Madison, Wisconsin, 53704",43.12619750331153,-89.36714049668848,knife
500 block State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
200 block of Martin Luther King Jr. Blvd.,"200 Martin Luther King Jr Blvd, Madison, Wisconsin, 53703",43.07311204630537,-89.38218469571568,
6700 Schroeder Road,"6700 Schroeder Rd, Madison, Wisconsin, 53711",43.04633140102703,-89.49789674864266,gun
3100 block Webb Ave.,"3100 Webb Ave, Madison, Wisconsin, 53714",43.10470389348262,-89.33774049971001,gun
N. Frances Street,"N Frances St, Madison, Wisconsin, 53703",43.07621392263706,-89.39531971418337,gun
2100 block Fisher St.,"2100 Fisher St, Madison, Wisconsin, 53713",43.04294760322378,-89.39191918715007,gun
Aberg Ave.,"Aberg Ave, Madison, Wisconsin, 53704",43.11399940881133,-89.35568076101417,gun
Sycamore Ave. @ Walsh Rd.,"Sycamore Ave & Walsh Rd, Madison, Wisconsin, 53714",43.113744,-89.309448,gun
700 block of Pinecrest Drive,"700 Pinecrest Dr, Madison, Wisconsin, 53714",43.107946208363906,-89.33401265281415,
2000 block Leland Drive,"2000 Leland Dr, Madison, Wisconsin, 53711",43.0317759133732,-89.47983747434392,knife
2702 E. Washington Ave.,"2702 E Washington Ave, Madison, Wisconsin, 53704",43.102114772981615,-89.34716220012685,knife
1300 block Temkin Ave.,"1300 Temkin Ave, Madison, Wisconsin, 53705",43.081129662231376,-89.47706890469145,
400 block Center St.,"400 Center St, Madison, Wisconsin, 53713",43.044442722529794,-89.38967903147395,gun
Ash Street @ Regent St.,"Ash St & Regent St, Madison, Wisconsin, 53726",43.06793400000001,-89.425521,gun
5700 block Russett Road,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,gun
Clarence Ct. @ Lakeside Street,"Clarence Ct & W Lakeside St, Madison, Wisconsin, 53715",43.056027,-89.38780200000001,gun
Birch Hill Drive,"Birch Hill Dr, Madison, Wisconsin, 53711",43.03280699999999,-89.4880298495233,gun
3019 E. Washington Ave. (parking lot Mobil station),Mobil,43.10397992281748,-89.34223993003071,gun
2700 block McDivitt Road,"2700 McDivitt Rd, Madison, Wisconsin, 53713",43.033434384549075,-89.42303888454906,gun
2400 Blk of Packers Ave,"2400 Packers Ave, Madison, Wisconsin, 53704",43.124013534403865,-89.35525948784424,knife
Hammersley Road & Theresa Terrace,"Hammersley Rd & Theresa Ter, Madison, Wisconsin, 53711",43.039098,-89.48979899999998,knife
500 block of Northport Drive,"500 Northport Dr, Madison, Wisconsin, 53704",43.14078500988533,-89.39029684561315,knife
915 W. Beltline Highway (Kings Inn),"915 W Beltline Hwy, Madison, Wisconsin, 53713",43.03893023558236,-89.38409422322437,gun
1300 block Woodvale Dr.,"1300 Woodvale Dr, Madison, Wisconsin, 53716",43.07936690078869,-89.29628327467451,
Ash Street,"Ash St, Madison, Wisconsin, 53726",43.06929299362332,-89.42553567384373,gun
1900 block Baird St.,"1900 Baird St, Madison, Wisconsin, 53713",43.04565824886159,-89.39065178127834,gun
2800 block Hauk St.,"2800 Hauk St, Madison, Wisconsin, 53704",43.10305330246048,-89.34203174736378,gun
1800 Blk S. Park St,"1800 S Park St, Madison, Wisconsin, 53713",43.046999444630394,-89.39417907097885,gun
1821 S. Park Street (R Place on Park),"1821 S Park St, Madison, Wisconsin, 53713",43.047431161809705,-89.39393445123818,gun
1821 S. Park Street (R Place on Park),"1821 S Park St, Madison, Wisconsin, 53713",43.047431161809705,-89.39393445123818,knife
1901 ABERG AVE (WIGGIES BAR),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,knife
W. Gilman Street,"W Gilman St, Madison, Wisconsin, 53703",43.075635319665054,-89.39224381046057,knife
1300 block Woodvale Dr.,"1300 Woodvale Dr, Madison, Wisconsin, 53716",43.07936690078869,-89.29628327467451,
500 block of State Street,"500 State St, Madison, Wisconsin, 53703",43.074889617706994,-89.39345922318947,knife
4700 block Jenewein Rd.,"4700 Jenewein Rd, Madison, Wisconsin, 53711",43.02893911245162,-89.45810203821506,gun
3800 block School Road,"3800 School Rd, Madison, Wisconsin, 53704",43.134600295698576,-89.38325579569856,gun
Northport Drive,"Northport Dr, Madison, Wisconsin, 53704",43.15234564234142,-89.40347913825167,gun
Hitching Post Court,"Hitching Post Ct, Madison, Wisconsin, 53714",43.092297,-89.2957275,gun
100 block Merryturn Road,"100 Merryturn Rd, Madison, Wisconsin, 53714",43.09724566279107,-89.2906180722966,gun
1901 ABERG AVE (WIGGIES BAR),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,gun
1901 Aberg Avenue (Wiggie's Bar),"1901 Aberg Ave, Madison, Wisconsin, 53704",43.11418946624182,-89.35871072592188,gun
1400 block Theresa Ter.,"1400 Theresa Ter, Madison, Wisconsin, 53711",43.03805241356789,-89.48988947814662,gun
100 block Swanton Rd,"100 Swanton Rd, Madison, Wisconsin, 53714",43.10069844682943,-89.30163813210352,gun
5602 Tokay Blvd. (West Transfer Point),"5602 Tokay Blvd, Madison, Wisconsin, 53719",43.053561511541204,-89.47545244463038,gun
5700 Russett Road,"5700 Russett Rd, Madison, Wisconsin, 53711",43.033071830052755,-89.4770388931459,gun
5200 block Hammersley Road,"5200 Hammersley Rd, Madison, Wisconsin, 53711",43.03917683462079,-89.46715644446276,gun
6400 block Hammersley Road,"6400 Hammersley Rd, Madison, Wisconsin, 53711",43.039140007391595,-89.49137951756825,gun
2200 Carling Dr,"2200 Carling Dr, Madison, Wisconsin, 53711",43.02979189209939,-89.46123039139873,gun
4400 block Dwight Drive,"4400 Dwight Dr, Madison, Wisconsin, 53704",43.128468973910586,-89.31053517302924,knife
Darwin Road,"Darwin Rd, Madison, Wisconsin, 53704",43.12878395123325,-89.35109555613003,gun
3200 Thorp Street,"3200 Thorp St, Madison, Wisconsin, 53714",43.09903360475187,-89.33576024740282,gun
4700 block of Dolores Dr,"Dolores Dr, Madison, Wisconsin, 53716",43.07056339154735,-89.29449041198774,gun
3000 block Darbo Drive,"3000 Darbo Dr, Madison, Wisconsin, 53714",43.1035970669437,-89.34085016418408,gun
Seminole Highway,"Seminole Hwy, Madison, Wisconsin, 53711",43.035347118334684,-89.44362742938884,gun
3100 block Old Gate Road,"3100 Old Gate Rd, Madison, Wisconsin, 53704",43.13562095139164,-89.32009451131567,gun
600 West Badger Road,"600 W Badger Rd, Madison, Wisconsin, 53713",43.038510564928856,-89.39027114166359,knife
